Job Role ID,Job Role Title,Job Role Description,Job Role Identifier,Job Role Skills and Experience,Job Role Created Date,Job Role Modified Date,CLIENT_NAME,CLIENT_REGION
17,Team Member Maintenance,"What we are looking for:We are seeking a skilled and motivated team member to join our Municipal Services Department within the Technical Services Directorate to help maintain and enhance the town’s infrastructure and community facilities. In this hands-on role, you will undertake welding, construction, installation and maintenance of essential fixtures and amenities, including street signage, lighting, playground equipment, fencing, paving, and public facilities such as toilets and seating. You will also operate and maintain work vehicles and equipment safely and efficiently, follow procedures, work independently and as part of a team, and accurately report maintenance needs or repairs. This position plays a key role in ensuring our town remains safe, functional, and welcoming, while upholding Council’s values and commitment to delivering high-quality community services.",P3342/P3371,"What You Will BringYou will bring proven experience in the safe operation of machinery and equipment, with a strong understanding of civil works construction and maintenance practices. Skilled in performing pre-operational checks and minor maintenance, you work efficiently both independently and as part of a team, ensuring tasks are completed safely and to a high standard. With excellent communication skills and attention to detail, you maintain accurate records, logs, and work papers. Physically capable and safety-conscious, you confidently work outdoors in all conditions while adhering to WHS requirements. Bringing a professional attitude and respect for the public and colleagues, you hold a current LR Class driver licence, ready to contribute to the efficient delivery of essential community services across the NT.Must Have: Current LR Class driver licence to be able to drive in the NT, Current Police Check ",2025-10-13 23:01:31+00:00,2025-11-19 04:23:27+00:00,alicesprings,SYD
128,Territory Account Representative,"SA.FSDE.P3 Proactively engage with new and existing customers to drive sales growth and achieve sales targets within the assigned territory.Educate our customers on new products from a technical and selling perspective.Conduct in store stock replenishment and range reviews.Ensure instore point of sale, displays, branding is up to date and displayed in a consistent and professional manner.Execute sales and marketing initiatives within the assigned territory.Manage and resolve customer complaints.Liaise with internal teams such as Customer Service and the Service Team where appropriate to expediate customer orders, returns and complaints.Attend Trade Shows and events in your Territory. Actively engaging with the general public at these events, promoting GME products and being a brand ambassador.Accurate and timely utilisation of SalesForce.Provides market intelligence reports on a regular basis.Undertakes training in accordance with development and compliance programs.Any other duties as directed.Working Arrangements or Physical Requirements:Frequent bending, reaching, standing, and walking.Frequent lifting up to 16kgs.Extensive driving of company vehicle for the purpose of customer visits.Some travel required. Mostly within the territory, some interstate travel may be required to attend sales team meetings in Head Office and trade events.",Territory Account Representative,"Skills Required: Excellent negotiation and selling skills.Excellent interpersonal skills.Organised, able to meet deadlines and manage your own time.Excellent written and verbal communication skillsProblem solving skills.Proficient in using SalesForce or similar CRMs.Computer literate.Proficient in using MS office products (Word, Excel, Outlook, PowerPoint) and virtual meeting technology.Experience:5 years of practical experience in a similar role in sales, business development and / or account management.Experience in dealing with customers face to face and building strong, lasting professional relationships.Experienced in attending tradeshow and other sales events and engaging with the public.Experienced in product education and or training.Qualifications, Certifications and Memberships Required:Holds a current unrestricted Drivers’ License and can demonstrate a safe driving record.",2024-12-02 23:38:52+00:00,2025-11-14 04:42:22+00:00,gmeau,SYD
13,Rostering Officer,"The Rostering Officer at Lutheran Disability Services plays a crucial role in ensuring that the staffing needs of the organization are met effectively and efficiently. This position involves coordinating and managing staff schedules to provide optimal support for clients while maintaining compliance with relevant regulations and policies.

Key Responsibilities:


	Develop, implement, and maintain effective rostering systems that align with service delivery requirements.
	Coordinate staff rosters to ensure adequate coverage across various programs and services.
	Monitor attendance, leave requests, and shift changes to optimize workforce allocation.
	Communicate with staff regarding roster changes, availability, and any scheduling issues.
	Collaborate with management to address staffing shortages or surpluses and adjust rosters accordingly.
	Maintain accurate records of staff hours worked, leave balances, and other relevant data.


The successful candidate will be proactive in problem-solving, possess strong organizational skills, and demonstrate a commitment to providing high-quality service to both staff and clients within the disability sector.",Rostering Officer,"Required skills


	Strong organizational and time management skills
	Proficient in rostering software and scheduling tools
	Excellent communication and interpersonal abilities
	Attention to detail and ability to maintain accuracy under pressure
	Problem-solving skills and the ability to think critically
	Ability to work collaboratively within a team environment
	Understanding of relevant legislation and compliance requirements in disability services


Required experiences


	A minimum of 2 years experience in a rostering or scheduling role, preferably within the healthcare or disability sector
	Experience with workforce management systems or similar scheduling software
	Demonstrated experience in managing staff rosters effectively while adhering to budget constraints
	Previous experience working with diverse teams and understanding their needs in service delivery settings
	Familiarity with employee relations, including handling conflicts or issues related to staffing schedules",2026-05-25 03:34:59+00:00,2026-05-25 03:34:59+00:00,ldssa,SYD
37,Mentor,The Mentor provides support to participants after they have attended the program activities.,MENT,"Knowledge of the issues that relate to Domestic and Family Violence  
 Knowledge of services available in the Ceduna and surrounding region 
 Good communication skills 
 Experience in living with domestic and family violence (desirable)",2026-05-25 01:00:50+00:00,2026-05-25 01:00:50+00:00,cccsa,SYD
19,Support Worker,"Support Workers directly deliver services and support to program beneficiaries. They are responsible for providing practical assistance, guidance, and care in accordance with program guidelines and individual support plans, upholding the organisation's values and ensuring a safe and supportive environment.Key Responsibilities:Provide direct support, assistance, and care to program participants as per their individual plans and program guidelines.Assist participants with daily living activities, social engagement, and access to community resources.Implement program activities and facilitate group sessions as directed.Maintain accurate and timely client records, progress notes, and incident reports.Adhere to all organisational policies and procedures, including WHS, privacy, and codes of conduct.Work collaboratively with program coordinators, case managers, and other team members.Identify and report any risks or concerns regarding participant well-being or safety.Represent the organisation professionally and ethically.",SW1,"Essential:Relevant Certificate III or IV in Community Services, Individual Support, Youth Work, or equivalent practical experience.Minimum of 1-3 years of experience in a support worker or frontline role, preferably in the not-for-profit or community sector in Australia.Demonstrated ability to work effectively with vulnerable individuals or specific client groups.Strong interpersonal and communication skills, including active listening.Ability to follow instructions and work autonomously as well as part of a team.Current Australian Driver's License (often required).Current Working With Children Check (WWCC) and National Police Check (or ability to obtain).First Aid and CPR certification.Desirable:Experience with culturally diverse populations or specific disability groups.Knowledge of trauma-informed care principles.",2025-06-20 02:13:25+00:00,2026-04-21 02:21:18+00:00,producttrainingsite,SYD
91,Quality Inspection Officer,MF.QAMF.P2 ,Quality Inspection Officer,,2024-12-02 23:38:48+00:00,2025-02-19 23:59:25+00:00,gmeau,SYD
38,Maintenance Lead,"Reporting to the Maintenance Manager, the Maintenance Team Leader is responsible for leading the Maintenance Technicians and apprentices while assisting the Maintenance Manager with the functionality of the Engineering department. This is achieved by supervising activities performed by the Maintenance Technicians and requires strategy to coordinate, execute and record maintenance tasks.Key Result AreaDuties and Responsibilities Expected OutcomesSite Maintenance, Process Improvement and Cost control.Carry out preventative, corrective and unplanned maintenance across utility supply, milk processing, drying and packing equipment including forklift trucks and other ancillary equipment.Allocate daily maintenance tasks and manage the quality and execution of tasks.Ensure all maintenance work orders are completed as required including hours, plant details, completed tasks and follow on jobs are entered into MEX. Inform Maintenance Manager of missed maintenance tasks. Working with the Reliability Engineer to increase plant reliability and care. Develop the team by coordinating cross-training opportunities. Attend daily plant meetings and weekly planning meetings.Be available to be the first point of call for Operations. Collaborate with the Maintenance Manager to schedule manpower and resources for the most effective production and maintenance outcomes.Supporting Stores to identify critical spare parts inventory including re-order levels.Maintains a current knowledge of relevant issues and practices.Support continuous improvement initiatives in the plant and contribute to the achievement of Maintenance Best Practice and World Class Miraka.  Compliance against all regulatory and manufacturing requirements are achieved to the highest standards.Daily and weekly maintenance tasks are managed effectively. Process improvements are initiated.Preventative maintenance across utility supply, milk processing, drying, and packing equipment is completed on time.   Team Supervision/ Leadership Effective leadership of the Maintenance Technicians. Assist Maintenance Manager with identifying competency compliance training gaps to deliver on all maintenance support functions. Support the Maintenance Manager and team with achieving Engineering KPI’s and World Class standards. All staff are effectively managed on a day-to-day basis and maintenance tasks are coordinated and executed to Maintenance Best Practice. All staff are aware of the risks involved in their areas of activity. Quality assurance and HACCP SystemsTo be aware of the company’s quality management system and policies and support the ongoing compliance with regulatory requirements.Ensure all maintenance practices follow the requirements of the principals of HACCP, QA, good manufacturing practices, sanitation standard operating procedures, and personal hygiene programs.Promote quality achievement and performance improvement throughout the factory. All maintenance activities conducted on time and budget without impact on the quality and efficiency of the plant.All staff ensure they follow the Risk Management Procedures related to food production and safety.   Environment, Health, Safety & Risk Management & ComplianceParticipate and support the health, safety and risk management plans to ensure OSH compliance and minimise the Company’s exposure in all ways.Provides and maintains a healthy and safe work environment on site.OSH and environmental management plans are implemented and managed.Incident rates and LTI reduction plans are implemented and achieved. Relationship ManagementTakes responsibility for developing effective working relationships and liaison with all team members to ensure a highly motivated, supportive and nurturing culture is adopted.Participate and support in the development of a committed culture of success and nurturing the growth and development of its people and resources. Effective working relationships exist with all team members.Company Pledge and ValuesUnderstand and act in accordance with the company pledge and values.The Miraka pledge and values are understood and the required outcomes are achieved.Other  Carry out any other responsibilities as may be reasonably required and requested from time to time in the interests of the Company.The Company’s best interests are served at all times.",Maintenance Lead,"Qualifications and Technical Skills Registered Electrician or Qualified Engineer with relevant trade or technical tertiary qualification.Experience of computerised maintenance systems and knowledge of the regulatory and compliance environment for food manufacture. Experience and knowledge required for effective performance in the position Proven experience in maintenance including:Achieving excellence in industry regulatory and manufacturing complianceMaintaining strong relationships with staffLeadership attributes (coaching, mentoring, guiding) Clear and accurate communicationGood time keeping, organisation skills and self-motivationEstablishing and fostering Maintenance System disciplinesMaintain and improve efficiencies and compliancePhysically soundFostering a culture that is consistent with the values of Miraka Experience working with Māori Trusts, Incorporations and organisation’s Demonstrated understanding of Māori protocols and values. ",2025-05-07 02:08:35+00:00,2025-08-28 02:26:44+00:00,miraka,SYD
26,Cleaning Supervisor,To deliver a high standard of staff supervision and cleaning for Council’s facilities,Cleaning Supervisor,"•	The incumbent will be required to drive a motor vehicle in the course of their duties and must possess a current Class C Drivers Licence with a manual driving capacity.
•	Appointment will be based on the specific needs of the Council and depending on the organisational structure. Your employment will be subject to your acceptance of the terms and conditions laid out in your Employment Contract. The incumbent may be assigned to other areas to perform work of a similar nature appropriate to the classification on a temporary or continuing basis.",2025-04-10 01:57:45+00:00,2025-04-10 01:57:45+00:00,mornington,SYD
48,Counsellor / Senior Practitioner - Ceduna,"The Counsellor provides effective therapeutic counselling and support services for clients (individuals, couples and families) dealing with a range of difficulties.",C-SP,"An appropriate degree in Social Work or a human service degree or diploma of an equivalent type



	Experience in the field of therapeutic counselling utilising a high level of skills



	Experience in developing and facilitating groups, presentations and workshops



	Sound knowledge of a range of counselling theories and therapeutic interventions



	Sound knowledge of issues around family relationships and separation, family violence, suicide ideation, peer pressure, bullying, self esteem, drug and/or alcohol abuse, mental health and mental illness



	Knowledge of issues related to service delivery in rural and remote areas



	Demonstrated ability to work with, and be sensitive to the differing needs of people from various cultural groups



	High level of communication and negotiation skills, both verbally and in writing



	Effective organisational and time management skills



	Demonstrated ability to work in a highly confidential manner



	High level of ability in the use of Microsoft Office and Information Technology",2026-05-25 01:00:51+00:00,2026-06-12 06:20:59+00:00,cccsa,SYD
117,Project Lead,"The Project Lead at Great Ocean Road Authority plays a pivotal role in ensuring the successful delivery of projects that enhance the region's natural beauty and recreational opportunities. This position is responsible for overseeing all aspects of project management, from initiation through to completion, while ensuring alignment with the organisation's strategic objectives. Key responsibilities include:Leading project planning sessions to define scope, objectives, and deliverables.Coordinating with cross-functional teams and stakeholders to ensure timely execution of project components.Managing project budgets, timelines, and resources effectively to meet organisational goals.Developing comprehensive project documentation including plans, schedules, and reports.Conducting regular progress meetings to communicate updates and address any emerging issues.Ensuring compliance with regulatory requirements and industry standards throughout the project lifecycle.Facilitating stakeholder engagement processes to gather input and feedback on projects.Identifying risks and implementing mitigation strategies to minimise impact on project outcomes.Promoting a culture of continuous improvement by sharing lessons learned post-project completion.The Project Lead will also act as a mentor for junior team members, fostering a collaborative environment that encourages professional growth. This role is essential in maintaining the integrity of projects while delivering exceptional experiences for visitors to the Great Ocean Road region.",Project Lead,Required skillsStrong leadership and team management abilitiesExcellent communication and interpersonal skillsProficiency in project management methodologies and toolsAnalytical thinking and problem-solving capabilitiesAbility to manage multiple projects and meet deadlinesStrong organisational skills with attention to detailKnowledge of budget management and financial acumenCompetence in stakeholder engagement and relationship buildingRequired experiencesA minimum of 5 years of experience in project management or a related fieldDemonstrated experience in leading cross-functional teamsProven track record of delivering projects on time and within budgetExperience working with government or public sector organisations is preferredEvident experience in risk assessment and mitigation strategiesBackground in managing community engagement processes or consultationsPrevious involvement in environmental or infrastructure projects is advantageous,2025-10-10 06:49:46+00:00,2025-10-10 06:49:46+00:00,gora,SYD
8,Doctor (Contractor),"PurposeProvide Green Leaf Solutions and its entities with doctor consulting services specialising in medicinal cannabis.Our Purpose, Vision and Core ValuesGreen Leaf Group is embarking on a groundbreaking mission to revolutionize healthcare. From redefining the essence of health to reimagining the significance of care in healthcare, we're committed to reshaping the experience of both our clients and our team members.We achieve this by upholding our values of:Genuine Commitment to CareAudacious attitudeNurture ownershipJump at opportunities for growthAltruistic CollaborationSpecific Duties and ResponsibilitiesTo consult and prescribe (if appropriate) for Clinic patients in a caring and professional manner.To provide an excellent standard of patient clinical notes.To attend a compulsory monthly online peer group meeting outside of business hours.To monitor and respond to patient and team Clinic emails within 1-2 business days.To monitor our team chat groups for regular Clinic, product & industry updates.To ensure your learning and knowledge of medicinal cannabis and the medicinal cannabis landscape in NZ (eg new products) is kept up-to-date to meet the expectations of Clinic patients.",GLS-DOC/CT,"Registered and practicing medical doctor in New Zealand with a current Annual Practicing Certificate.Commitment to ongoing professional development and learning in the field of medicinal cannabis.Strong written and verbal communication skills.Demonstrated ability to provide empathetic, client-centered care.A collaborative mindset and willingness to actively participate in team discussions and initiatives.",2025-11-08 07:49:49+00:00,2026-06-11 08:07:23+00:00,greenleafgroup,SYD
170,Mechanical Leading Hand,,JR197,,2025-01-10 22:21:18+00:00,2025-01-10 22:21:18+00:00,hrcsandpitgov,GOV
189,Principal ESG Advisor,,JR231,,2025-01-10 22:21:18+00:00,2025-01-10 22:21:18+00:00,hrcsandpitgov,GOV
